OBJECTID,Join_Count,TARGET_FID,Id,osm_id,highway,waterway,aerialway,barrier,man_made,z_order,other_tags,,,,X,Y
3689,4,3688,0,664534942,motorway, , , , ,9,"""name:en""=>""Wuhan - Shenzhen Expressway"",""name:zh""=>""??-??????"",""oneway""=>""yes"",""ref""=>""G0422""",,,,114.175269 ,30.293234 
3690,3,3689,0,816702213,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.175315 ,30.765329 
3691,4,3690,0,28529906,secondary, , , , ,6,"""lanes""=>""2"",""name:zh""=>""????"",""name:zh_pinyin""=>""CheChengDongLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.175341 ,30.497741 
3692,4,3691,0,28529906,secondary, , , , ,6,"""lanes""=>""2"",""name:zh""=>""????"",""name:zh_pinyin""=>""CheChengDongLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.175365 ,30.497813 
3693,4,3692,0,817884597,motorway, , , , ,9,"""name:en""=>""Wuhan - Shenzhen Expressway"",""name:zh""=>""??-??????"",""oneway""=>""yes"",""ref""=>""G0422""",,,,114.175394 ,30.293155 
3694,4,3693,0,454878941,secondary, , , , ,6,"""lanes""=>""2"",""name:zh""=>""????"",""name:zh_pinyin""=>""CheChengDongLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.175406 ,30.497728 
3695,4,3694,0,817884597,motorway, , , , ,9,"""name:en""=>""Wuhan - Shenzhen Expressway"",""name:zh""=>""??-??????"",""oneway""=>""yes"",""ref""=>""G0422""",,,,114.175423 ,30.293215 
3696,4,3695,0,454878941,secondary, , , , ,6,"""lanes""=>""2"",""name:zh""=>""????"",""name:zh_pinyin""=>""CheChengDongLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.175429 ,30.497799 
3698,3,3697,0,795695959,secondary, , , , ,6,oneway""=>""yes"",,,,114.175491 ,30.639387 
3699,4,3698,0,664533579,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.175555 ,30.293134 
3701,4,3700,0,799468068,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.175581 ,30.766736 
3702,4,3701,0,664533579,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.175588 ,30.293193 
3704,4,3703,0,799468068,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.175676 ,30.766868 
3706,3,3705,0,343483345,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.175705 ,30.528594 
3708,3,3707,0,352082875,trunk, , , , ,18,"""bridge""=>""viaduct"",""height""=>""15"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",,,,114.175764 ,30.520752 
3710,4,3709,0,826423946,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.175811 ,30.614224 
3711,3,3710,0,55457720,secondary_link, , , , ,6, ,,,,114.175850 ,30.499350 
3712,4,3711,0,816702219,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.175857 ,30.766548 
3713,4,3712,0,229772507,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.175957 ,30.614018 
3714,4,3713,0,816702219,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.175970 ,30.766663 
3716,3,3715,0,455183554,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",,,,114.176048 ,30.521352 
3718,4,3717,0,1011579951,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.176054 ,30.764401 
3720,4,3719,0,880780189,trunk_link, , , , ,28,"""bridge""=>""yes"",""foot""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176115 ,30.581667 
3721,4,3720,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.176168 ,30.764317 
3722,3,3721,0,132727658,secondary, , , , ,6,"""lanes""=>""4"",""oneway""=>""no"",""surface""=>""concrete""",,,,114.176195 ,30.600668 
3723,3,3722,0,455529138,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176199 ,30.614105 
3724,4,3723,0,343478639,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176208 ,30.581622 
3725,3,3724,0,826423949,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176243 ,30.614019 
3726,4,3725,0,343478634,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176327 ,30.581565 
3729,4,3728,0,880780187,trunk_link, , , , ,28,"""bridge""=>""yes"",""foot""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176430 ,30.581515 
3730,4,3729,0,458113390,primary, , , , ,7,oneway""=>""yes"",,,,114.176472 ,30.528219 
3734,3,3733,0,454879843,primary, , , , ,27,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176608 ,30.367704 
3735,4,3734,0,880780188,trunk_link, , , , ,8,"""foot""=>""yes"",""oneway""=>""yes""",,,,114.176671 ,30.578530 
3737,4,3736,0,852266404,secondary, , , , ,6,"""lanes""=>""2"",""name:zh""=>""?????"",""oneway""=>""yes""",,,,114.176702 ,30.517435 
3738,8,3737,0,28529906,secondary, , , , ,6,"""lanes""=>""2"",""name:zh""=>""????"",""name:zh_pinyin""=>""CheChengDongLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.176711 ,30.501872 
3739,4,3738,0,880780188,trunk_link, , , , ,8,"""foot""=>""yes"",""oneway""=>""yes""",,,,114.176747 ,30.578417 
3740,4,3739,0,343478632,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176783 ,30.578523 
3741,3,3740,0,880780189,trunk_link, , , , ,28,"""bridge""=>""yes"",""foot""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176820 ,30.583387 
3742,4,3741,0,343478632,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176839 ,30.578414 
3745,4,3744,0,1011579951,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.176912 ,30.765830 
3746,3,3745,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.176949 ,30.765558 
3747,4,3746,0,343478636,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176955 ,30.578511 
3748,3,3747,0,899624606,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.176955 ,30.296859 
3749,4,3748,0,1011579951,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.176987 ,30.765957 
3750,3,3749,0,454879835,primary, , , , ,27,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.176992 ,30.367969 
3753,4,3752,0,343478636,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177013 ,30.578397 
3754,3,3753,0,343478634,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177022 ,30.583440 
3756,4,3755,0,880780186,trunk_link, , , , ,8,"""foot""=>""yes"",""oneway""=>""yes""",,,,114.177049 ,30.578504 
3757,4,3756,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.177060 ,30.765729 
3759,4,3758,0,880780186,trunk_link, , , , ,8,"""foot""=>""yes"",""oneway""=>""yes""",,,,114.177107 ,30.578387 
3760,3,3759,0,817884597,motorway, , , , ,9,"""name:en""=>""Wuhan - Shenzhen Expressway"",""name:zh""=>""??-??????"",""oneway""=>""yes"",""ref""=>""G0422""",,,,114.177117 ,30.296833 
3763,4,3762,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.177139 ,30.765852 
3765,3,3764,0,799468061,primary_link, , , , ,27,"""bridge""=>""yes"",""construction""=>""motorway_link"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177173 ,30.765652 
3767,3,3766,0,364266546,trunk_link, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177198 ,30.527531 
3769,3,3768,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.177255 ,30.766031 
3770,3,3769,0,816702218,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S110""",,,,114.177306 ,30.765735 
3772,4,3771,0,364266546,trunk_link, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177409 ,30.527337 
3773,3,3772,0,364266539,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177459 ,30.527737 
3774,4,3773,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.177480 ,30.523254 
3776,4,3775,0,364266537,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.177554 ,30.522631 
3777,4,3776,0,799468065,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.177610 ,30.767580 
3778,3,3777,0,229772468,primary_link, , , , ,7,oneway""=>""yes"",,,,114.177635 ,30.606632 
3779,4,3778,0,1032775957,primary, , , , ,17,"""bridge""=>""yes"",""layer""=>""0"",""oneway""=>""yes""",,,,114.177683 ,30.438651 
3780,3,3779,0,849616417,primary_link, , , , ,27,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""1"",""oneway""=>""yes""",,,,114.177707 ,30.763933 
3782,3,3781,0,229772475,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""???"",""name:zh_pinyin""=>""Gongnong Lu"",""oneway""=>""yes"",""ref""=>""G107;G316""",,,,114.177771 ,30.606894 
3783,4,3782,0,1032775957,primary, , , , ,17,"""bridge""=>""yes"",""layer""=>""0"",""oneway""=>""yes""",,,,114.177793 ,30.438820 
3786,4,3785,0,1128228777,primary, , , , ,17,"""bridge""=>""yes"",""layer""=>""0"",""oneway""=>""yes""",,,,114.177900 ,30.438541 
3788,4,3787,0,1011579951,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.177969 ,30.767475 
3789,4,3788,0,1128228777,primary, , , , ,17,"""bridge""=>""yes"",""layer""=>""0"",""oneway""=>""yes""",,,,114.178011 ,30.438710 
3790,4,3789,0,229772474,secondary, , , , ,6,oneway""=>""no"",,,,114.178084 ,30.605960 
3791,3,3790,0,456199537,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.178127 ,30.524113 
3792,4,3791,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.178137 ,30.767398 
3794,4,3793,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.178188 ,30.606415 
3796,4,3795,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.178252 ,30.606684 
3798,4,3797,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.178338 ,30.606355 
3799,3,3798,0,229772466,primary_link, , , , ,7,oneway""=>""yes"",,,,114.178343 ,30.606963 
3801,4,3800,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.178408 ,30.606611 
3803,3,3802,0,457768950,secondary, , , , ,6,"""oneway""=>""yes"",""ref""=>""x009""",,,,114.178424 ,30.159877 
3804,4,3803,0,364266535,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178539 ,30.526641 
3805,4,3804,0,364266535,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178575 ,30.526692 
3806,4,3805,0,364266547,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.178577 ,30.525069 
3809,4,3808,0,28529908,secondary, , , , ,6,"""lanes""=>""2"",""name:en""=>""WanJiaHu Road"",""name:zh""=>""????"",""name:zh_pinyin""=>""WanJiaHuLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.178603 ,30.482269 
3810,3,3809,0,455519138,trunk, , , , ,8,"""foot""=>""yes"",""lanes""=>""2"",""oneway""=>""yes""",,,,114.178613 ,30.574962 
3811,3,3810,0,799468067,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.178629 ,30.768725 
3812,4,3811,0,28529908,secondary, , , , ,6,"""lanes""=>""2"",""name:en""=>""WanJiaHu Road"",""name:zh""=>""????"",""name:zh_pinyin""=>""WanJiaHuLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.178630 ,30.482357 
3813,3,3812,0,148240276,secondary, , , , ,6,ref""=>""x009"",,,,114.178641 ,30.159887 
3814,3,3813,0,364266537,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.178643 ,30.523774 
3815,4,3814,0,364266535,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178666 ,30.526802 
3816,4,3815,0,364266533,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178690 ,30.526548 
3817,4,3816,0,454878938,secondary, , , , ,6,"""lanes""=>""2"",""name:en""=>""WanJiaHu Road"",""name:zh""=>""????"",""name:zh_pinyin""=>""WanJiaHuLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.178706 ,30.482246 
3818,4,3817,0,364266535,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178707 ,30.526846 
3819,4,3818,0,364266533,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178725 ,30.526596 
3820,4,3819,0,454878938,secondary, , , , ,6,"""lanes""=>""2"",""name:en""=>""WanJiaHu Road"",""name:zh""=>""????"",""name:zh_pinyin""=>""WanJiaHuLu"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.178734 ,30.482336 
3821,3,3820,0,455519159,trunk, , , , ,8,"""foot""=>""yes"",""lanes""=>""2"",""oneway""=>""yes""",,,,114.178753 ,30.574960 
3824,4,3823,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.178799 ,30.524838 
3825,4,3824,0,364266533,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178807 ,30.526710 
3827,4,3826,0,364266533,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178844 ,30.526761 
3828,3,3827,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.178851 ,30.608023 
3830,4,3829,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178880 ,30.524785 
3831,4,3830,0,803504690,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.178962 ,30.527071 
3833,3,3832,0,799468064,primary_link, , , , ,27,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""1"",""oneway""=>""yes""",,,,114.179028 ,30.766084 
3835,4,3834,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179054 ,30.524671 
3836,3,3835,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179077 ,30.608712 
3837,4,3836,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.179176 ,30.524609 
3838,4,3837,0,364266538,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.179225 ,30.527076 
3841,3,3840,0,455519159,trunk, , , , ,8,"""foot""=>""yes"",""lanes""=>""2"",""oneway""=>""yes""",,,,114.179245 ,30.574018 
3845,3,3844,0,229772508,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179418 ,30.613809 
3846,4,3845,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.179503 ,30.525007 
3849,4,3848,0,364266536,trunk_link, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.179544 ,30.524473 
3850,3,3849,0,229772467,primary_link, , , , ,7,"""lanes""=>""1"",""oneway""=>""yes""",,,,114.179560 ,30.613550 
3855,3,3854,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179635 ,30.525420 
3856,4,3855,0,718308329,primary_link, , , , ,7,oneway""=>""yes"",,,,114.179690 ,30.371281 
3857,4,3856,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179697 ,30.525929 
3858,4,3857,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179725 ,30.525962 
3860,3,3859,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179750 ,30.613203 
3861,4,3860,0,718308329,primary_link, , , , ,7,oneway""=>""yes"",,,,114.179781 ,30.371376 
3862,4,3861,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179784 ,30.525883 
3863,4,3862,0,364266542,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.179800 ,30.524582 
3864,4,3863,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179808 ,30.525912 
3865,4,3864,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179811 ,30.526067 
3866,4,3865,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179811 ,30.613495 
3867,4,3866,0,454879843,primary, , , , ,27,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.179812 ,30.371262 
3868,4,3867,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179833 ,30.613608 
3869,4,3868,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179850 ,30.613695 
3870,4,3869,0,229772472,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179863 ,30.613758 
3871,4,3870,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179865 ,30.526133 
3872,3,3871,0,229772469,primary_link, , , , ,7,"""lanes""=>""1"",""oneway""=>""yes""",,,,114.179888 ,30.613924 
3873,3,3872,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179893 ,30.613182 
3874,4,3873,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179894 ,30.526017 
3875,4,3874,0,454879843,primary, , , , ,27,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.179911 ,30.371356 
3876,3,3875,0,815231795,trunk_link, , , , ,38,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes""",,,,114.179912 ,30.559437 
3878,3,3877,0,880780184,trunk_link, , , , ,8,"""foot""=>""yes"",""lanes""=>""2"",""oneway""=>""yes""",,,,114.179932 ,30.572379 
3879,4,3878,0,229772507,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179939 ,30.613507 
3880,3,3879,0,816702217,primary, , , , ,37,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes"",""ref""=>""S110""",,,,114.179940 ,30.763633 
3881,4,3880,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179945 ,30.525787 
3882,4,3881,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179949 ,30.526083 
3883,4,3882,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179955 ,30.613595 
3884,4,3883,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.179970 ,30.525816 
3885,4,3884,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179972 ,30.613682 
3886,4,3885,0,454879835,primary, , , , ,27,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.179979 ,30.371236 
3887,4,3886,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.179984 ,30.613746 
3888,3,3887,0,229772473,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.180029 ,30.614012 
3889,3,3888,0,456199541,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.180034 ,30.527499 
3890,3,3889,0,1011579952,primary, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary"",""lanes""=>""2"",""layer""=>""2"",""oneway""=>""yes""",,,,114.180054 ,30.769924 
3891,4,3890,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.180056 ,30.525918 
3892,4,3891,0,454879835,primary, , , , ,27,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.180076 ,30.371330 
3893,4,3892,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.180078 ,30.525704 
3894,4,3893,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.180104 ,30.525736 
3896,4,3895,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.180113 ,30.525985 
3897,4,3896,0,718308331,primary_link, , , , ,7,oneway""=>""yes"",,,,114.180167 ,30.371207 
3899,4,3898,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.180188 ,30.525838 
3900,3,3899,0,457977463,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.180202 ,30.613728 
3901,3,3900,0,683033636,trunk, , , , ,8,oneway""=>""yes"",,,,114.180215 ,30.572053 
3903,4,3902,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.180245 ,30.525907 
3904,4,3903,0,718308331,primary_link, , , , ,7,oneway""=>""yes"",,,,114.180271 ,30.371300 
3905,3,3904,0,229772471,primary_link, , , , ,7,oneway""=>""yes"",,,,114.180362 ,30.613482 
3907,3,3906,0,182694122,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.180386 ,30.525566 
3909,3,3908,0,132727658,secondary, , , , ,6,"""lanes""=>""4"",""oneway""=>""no"",""surface""=>""concrete""",,,,114.180485 ,30.589393 
3910,3,3909,0,333175195,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S110""",,,,114.180497 ,30.763398 
3911,3,3910,0,132727658,secondary, , , , ,6,"""lanes""=>""4"",""oneway""=>""no"",""surface""=>""concrete""",,,,114.180547 ,30.589357 
3914,4,3913,0,182694122,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.180610 ,30.525311 
3915,4,3914,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.180616 ,30.527044 
3917,3,3916,0,182694127,trunk_link, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.180657 ,30.524452 
3918,4,3917,0,364266542,trunk_link, , , , ,28,"""bridge""=>""viaduct"",""layer""=>""2"",""oneway""=>""yes""",,,,114.180658 ,30.524850 
3919,4,3918,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.180699 ,30.526994 
3922,4,3921,0,458113405,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.180729 ,30.527182 
3923,3,3922,0,778091343,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.180790 ,30.345420 
3924,4,3923,0,99319358,secondary, , , , ,6,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.180801 ,30.509604 
3925,4,3924,0,364266545,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.180823 ,30.527144 
3926,4,3925,0,803504691,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.180876 ,30.526887 
3927,3,3926,0,815231792,trunk_link, , , , ,38,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes""",,,,114.180920 ,30.559286 
3928,3,3927,0,664533582,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.180965 ,30.328425 
3929,4,3928,0,458113399,primary, , , , ,7,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes""",,,,114.180993 ,30.526815 
3930,3,3929,0,799468065,primary_link, , , , ,37,"""bridge""=>""yes"",""construction""=>""primary_link"",""layer""=>""2"",""oneway""=>""yes""",,,,114.181009 ,30.771226 
