OBJECTID,Join_Count,TARGET_FID,Id,osm_id,highway,waterway,aerialway,barrier,man_made,z_order,other_tags,,,,X,Y
8055,4,8054,0,130400259,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""????"",""oneway""=>""yes"",""ref""=>""G318""",,,,114.265777 ,30.769259 
8056,3,8055,0,852272511,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""4"",""layer""=>""1"",""maxspeed""=>""60"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""ref""=>""G107""",,,,114.265812 ,30.475258 
8057,4,8056,0,352076128,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.265820 ,30.620712 
8059,4,8058,0,795465926,primary, , , , ,7,oneway""=>""-1"",,,,114.265832 ,30.620677 
8060,4,8059,0,329834607,primary, , , , ,7,"""name:en""=>""Fa Zhan Road"",""name:zh""=>""????"",""oneway""=>""yes""",,,,114.265839 ,30.620658 
8061,3,8060,0,178329448,primary, , , , ,7,oneway""=>""yes"",,,,114.265841 ,30.598524 
8062,4,8061,0,329834607,primary, , , , ,7,"""name:en""=>""Fa Zhan Road"",""name:zh""=>""????"",""oneway""=>""yes""",,,,114.265883 ,30.620669 
8063,4,8062,0,429454635,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""????"",""oneway""=>""yes"",""ref""=>""G318""",,,,114.265924 ,30.769125 
8065,4,8064,0,429454635,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""????"",""oneway""=>""yes"",""ref""=>""G318""",,,,114.265961 ,30.769203 
8067,3,8066,0,177840279,primary, , , , ,7,oneway""=>""yes"",,,,114.265978 ,30.598715 
8069,3,8068,0,625407297,secondary, , , , ,6, ,,,,114.266023 ,30.796682 
8070,3,8069,0,116593955,secondary, , , , ,6,"""lanes""=>""4"",""oneway""=>""no""",,,,114.266070 ,30.462493 
8072,3,8071,0,378899870,primary_link, , , , ,7,oneway""=>""yes"",,,,114.266123 ,30.599130 
8074,4,8073,0,1032077245,construction, , , , ,20,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266199 ,30.809822 
8075,3,8074,0,334931765,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.266202 ,30.802677 
8076,4,8075,0,1032077245,construction, , , , ,20,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266218 ,30.809838 
8077,4,8076,0,177840279,primary, , , , ,7,oneway""=>""yes"",,,,114.266226 ,30.598821 
8078,3,8077,0,132309810,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.266235 ,30.599188 
8080,4,8079,0,178329448,primary, , , , ,7,oneway""=>""yes"",,,,114.266275 ,30.598717 
8082,4,8081,0,1032077245,construction, , , , ,20,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266305 ,30.809912 
8083,3,8082,0,129546715,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.266326 ,30.809694 
8084,4,8083,0,177840279,primary, , , , ,7,oneway""=>""yes"",,,,114.266369 ,30.598886 
8085,4,8084,0,1032077245,construction, , , , ,20,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266409 ,30.810000 
8086,4,8085,0,178329448,primary, , , , ,7,oneway""=>""yes"",,,,114.266423 ,30.598781 
8088,3,8087,0,177820152,primary, , , , ,7,oneway""=>""yes"",,,,114.266436 ,30.598397 
8089,4,8088,0,769037331,primary, , , , ,7,"""lanes""=>""4"",""name:en""=>""Tangjiadun Road"",""oneway""=>""yes""",,,,114.266437 ,30.615563 
8090,3,8089,0,132309824,primary, , , , ,7,"""lanes""=>""4"",""name:en""=>""Tangjiadun Road"",""oneway""=>""yes""",,,,114.266452 ,30.616316 
8093,3,8092,0,455519147,primary, , , , ,7,oneway""=>""yes"",,,,114.266587 ,30.598404 
8095,3,8094,0,454908099,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""1"",""maxspeed""=>""60"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""ref""=>""G107""",,,,114.266607 ,30.476727 
8099,4,8098,0,1032077245,construction, , , , ,20,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266630 ,30.810188 
8100,3,8099,0,769037331,primary, , , , ,7,"""lanes""=>""4"",""name:en""=>""Tangjiadun Road"",""oneway""=>""yes""",,,,114.266699 ,30.616577 
8101,3,8100,0,852272511,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""4"",""layer""=>""1"",""maxspeed""=>""60"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""ref""=>""G107""",,,,114.266716 ,30.476653 
8102,4,8101,0,148240273,secondary, , , , ,26,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266733 ,30.153762 
8105,3,8104,0,769037331,primary, , , , ,7,"""lanes""=>""4"",""name:en""=>""Tangjiadun Road"",""oneway""=>""yes""",,,,114.266764 ,30.616931 
8108,3,8107,0,177840279,primary, , , , ,7,oneway""=>""yes"",,,,114.266794 ,30.599072 
8109,5,8108,0,233487131,secondary, , , , ,6,oneway""=>""yes"",,,,114.266800 ,30.572827 
8110,3,8109,0,178329448,primary, , , , ,7,oneway""=>""yes"",,,,114.266816 ,30.598987 
8111,4,8110,0,752692207,motorway_link, , , , ,39,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes""",,,,114.266831 ,30.408460 
8112,3,8111,0,769037331,primary, , , , ,7,"""lanes""=>""4"",""name:en""=>""Tangjiadun Road"",""oneway""=>""yes""",,,,114.266850 ,30.617686 
8113,4,8112,0,148240273,secondary, , , , ,26,"""bridge""=>""yes"",""layer""=>""1""",,,,114.266853 ,30.153763 
8114,4,8113,0,852060171,secondary, , , , ,6,oneway""=>""yes"",,,,114.266860 ,30.572716 
8115,3,8114,0,148240278,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""4"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.266885 ,30.156404 
8116,4,8115,0,790546700,primary, , , , ,7,"""name:en""=>""Fa Zhan Road"",""name:zh""=>""????"",""oneway""=>""yes""",,,,114.266907 ,30.621293 
8117,4,8116,0,332206466,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""2"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.266976 ,30.158433 
8118,4,8117,0,332206466,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""2"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.266985 ,30.158492 
8120,3,8119,0,98987539,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""motor_vehicle""=>""yes"",""name:en""=>""3rd Ring Road"",""oneway""=>""yes""",,,,114.267028 ,30.470640 
8121,3,8120,0,107046455,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.267043 ,30.803306 
8122,3,8121,0,332206466,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""2"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.267062 ,30.158996 
8123,3,8122,0,769037340,secondary_link, , , , ,6, ,,,,114.267082 ,30.617019 
8124,4,8123,0,332206491,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""4"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.267088 ,30.158379 
8125,4,8124,0,332206491,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""4"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.267096 ,30.158439 
8134,3,8133,0,332206491,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""4"",""name:en""=>""Jingzhu Expressway"",""oneway""=>""yes"",""ref""=>""G4""",,,,114.267381 ,30.160081 
8138,3,8137,0,129546724,motorway, , , , ,29,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.267486 ,30.809028 
8139,3,8138,0,775980378,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""2"",""layer""=>""2"",""name:en""=>""4th Ring Road"",""oneway""=>""yes"",""ref""=>""S40""",,,,114.267514 ,30.408326 
8140,3,8139,0,187422240,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.267544 ,30.161561 
8141,3,8140,0,185667393,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.267555 ,30.806578 
8146,3,8145,0,231333320,primary_link, , , , ,7,oneway""=>""yes"",,,,114.267629 ,30.479506 
8147,3,8146,0,50892039,secondary, , , , ,6,"""name:en""=>""Xiang Gang Rd"",""name:zh""=>""???"",""oneway""=>""yes""",,,,114.267667 ,30.615405 
8148,3,8147,0,734692248,trunk, , , , ,48,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",,,,114.267685 ,30.501789 
8149,3,8148,0,795466881,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""name:en""=>""3rd Ring Road"",""oneway""=>""yes""",,,,114.267755 ,30.470380 
8150,3,8149,0,231333458,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.267812 ,30.479690 
8151,3,8150,0,231333462,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.267816 ,30.478616 
8154,4,8153,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.267926 ,30.501076 
8155,4,8154,0,795468982,trunk, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.267937 ,30.500810 
8156,3,8155,0,50892037,secondary_link, , , , ,6,"""name:en""=>""Xianggang Road"",""oneway""=>""yes""",,,,114.267984 ,30.614308 
8157,3,8156,0,329834608,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.268058 ,30.621606 
8158,3,8157,0,454908134,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.268063 ,30.478494 
8161,4,8160,0,427733988,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.268127 ,30.538993 
8162,3,8161,0,953603949,secondary, , , , ,6,oneway""=>""yes"",,,,114.268150 ,30.614432 
8164,4,8163,0,329778297,primary, , , , ,7,oneway""=>""yes"",,,,114.268169 ,30.621399 
8165,4,8164,0,427733988,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.268195 ,30.539123 
8166,4,8165,0,231436857,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.268198 ,30.479185 
8167,4,8166,0,484768643,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.268219 ,30.538939 
8169,3,8168,0,734692244,trunk, , , , ,48,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",,,,114.268235 ,30.502563 
8170,3,8169,0,148240272,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.268259 ,30.157882 
8171,4,8170,0,136864237,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.268262 ,30.479150 
8172,4,8171,0,484768643,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.268286 ,30.539071 
8173,4,8172,0,231436857,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.268320 ,30.479366 
8174,3,8173,0,177820527,primary_link, , , , ,7,oneway""=>""yes"",,,,114.268348 ,30.593955 
8175,4,8174,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.268369 ,30.501383 
8176,4,8175,0,136864238,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.268372 ,30.479089 
8177,4,8176,0,136864237,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.268381 ,30.479327 
8178,3,8177,0,177820152,primary, , , , ,7,oneway""=>""yes"",,,,114.268428 ,30.593697 
8180,4,8179,0,454908134,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.268443 ,30.479050 
8181,6,8180,0,177820152,primary, , , , ,7,oneway""=>""yes"",,,,114.268455 ,30.593831 
8182,3,8181,0,148240272,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.268471 ,30.157699 
8183,3,8182,0,455519147,primary, , , , ,7,oneway""=>""yes"",,,,114.268485 ,30.593990 
8185,4,8184,0,136864238,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.268488 ,30.479260 
8187,3,8186,0,455519147,primary, , , , ,7,oneway""=>""yes"",,,,114.268547 ,30.593698 
8188,4,8187,0,927401844,secondary, , , , ,6,oneway""=>""no"",,,,114.268553 ,30.564900 
8189,4,8188,0,795468970,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.268558 ,30.501266 
8190,4,8189,0,231333463,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.268558 ,30.479216 
8192,3,8191,0,334931771,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.268563 ,30.804920 
8193,3,8192,0,773089368,secondary, , , , ,6,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.268565 ,30.564826 
8195,3,8194,0,231333316,primary_link, , , , ,7,oneway""=>""yes"",,,,114.268608 ,30.479793 
8196,3,8195,0,177820529,primary_link, , , , ,7,oneway""=>""yes"",,,,114.268635 ,30.593743 
8197,3,8196,0,177820528,secondary, , , , ,6,oneway""=>""yes"",,,,114.268638 ,30.593823 
8198,4,8197,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.268645 ,30.501609 
8201,4,8200,0,129546794,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.268674 ,30.805066 
8204,4,8203,0,185667389,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.268714 ,30.805052 
8205,4,8204,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.268739 ,30.501690 
8206,3,8205,0,231333463,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.268812 ,30.479585 
8208,3,8207,0,129546716,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.268816 ,30.804280 
8209,4,8208,0,795468970,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.268826 ,30.501483 
8210,3,8209,0,334834861,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.268844 ,30.808295 
8211,4,8210,0,107046455,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.268848 ,30.805012 
8212,4,8211,0,795468970,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.268921 ,30.501563 
8213,3,8212,0,231333457,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.268974 ,30.478716 
8214,4,8213,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.269001 ,30.501914 
8218,3,8217,0,231333458,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.269108 ,30.478908 
8219,4,8218,0,795468970,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.269167 ,30.501773 
8222,4,8221,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.269316 ,30.502187 
8223,3,8222,0,334931998,motorway, , , , ,29,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.269318 ,30.807093 
8227,3,8226,0,734692247,trunk, , , , ,48,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",,,,114.269369 ,30.500774 
8229,4,8228,0,130330341,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.269424 ,30.806993 
8230,4,8229,0,427733988,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.269468 ,30.541489 
8232,4,8231,0,130330341,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.269513 ,30.807071 
8233,3,8232,0,484768643,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.269573 ,30.541464 
8234,4,8233,0,795468970,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.269575 ,30.502121 
8235,3,8234,0,734692244,trunk, , , , ,48,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",,,,114.269592 ,30.501413 
8236,4,8235,0,129546794,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.269608 ,30.806819 
8238,4,8237,0,129546794,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.269681 ,30.806913 
8239,3,8238,0,148240268,primary, , , , ,7, ,,,,114.269689 ,30.157147 
8240,4,8239,0,790546700,primary, , , , ,7,"""name:en""=>""Fa Zhan Road"",""name:zh""=>""????"",""oneway""=>""yes""",,,,114.269761 ,30.622310 
8242,4,8241,0,131361923,trunk, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.269800 ,30.622214 
8243,4,8242,0,131361923,trunk, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.269827 ,30.622223 
8244,4,8243,0,329834605,trunk, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.269839 ,30.622117 
8245,4,8244,0,732745193,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.269864 ,30.622056 
8246,4,8245,0,329778297,primary, , , , ,7,oneway""=>""yes"",,,,114.269892 ,30.621986 
8247,4,8246,0,329834605,trunk, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.269895 ,30.622136 
8248,4,8247,0,732745193,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.269926 ,30.622095 
8250,4,8249,0,329778297,primary, , , , ,7,oneway""=>""yes"",,,,114.269983 ,30.622020 
8251,3,8250,0,329834605,trunk, , , , ,18,"""bridge""=>""viaduct"",""layer""=>""1"",""oneway""=>""yes""",,,,114.270061 ,30.622193 
8252,3,8251,0,236668165,secondary, , , , ,6,"""name:zh""=>""????"",""name:zh_pinyin""=>""Jing han road"",""oneway""=>""yes""",,,,114.270104 ,30.582232 
8253,4,8252,0,185667389,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.270165 ,30.806282 
8254,4,8253,0,107057067,secondary, , , , ,6,"""name:zh""=>""????"",""name:zh_pinyin""=>""Jing han road"",""oneway""=>""yes""",,,,114.270174 ,30.582081 
8256,4,8255,0,107046455,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.270241 ,30.806205 
8257,4,8256,0,185667389,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.270260 ,30.806360 
8258,4,8257,0,107046455,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.270336 ,30.806285 
8259,3,8258,0,231436857,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.270380 ,30.482446 
8261,4,8260,0,136864237,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.270452 ,30.482414 
8262,3,8261,0,231436857,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.270467 ,30.482572 
8263,3,8262,0,231333463,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.270522 ,30.482127 
8264,4,8263,0,136864237,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.270535 ,30.482539 
8266,4,8265,0,136864238,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.270572 ,30.482361 
8270,4,8269,0,136864238,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",,,,114.270654 ,30.482480 
8271,4,8270,0,231333463,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.270659 ,30.482323 
8272,4,8271,0,231333463,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.270739 ,30.482438 
8273,4,8272,0,129546852,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.270814 ,30.805620 
8274,3,8273,0,177820154,primary, , , , ,7,oneway""=>""yes"",,,,114.270819 ,30.585575 
8275,3,8274,0,233487131,secondary, , , , ,6,oneway""=>""yes"",,,,114.270831 ,30.574422 
8276,3,8275,0,231333463,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""G107""",,,,114.270883 ,30.482674 
8277,4,8276,0,852060171,secondary, , , , ,6,oneway""=>""yes"",,,,114.270885 ,30.574296 
8278,4,8277,0,129546852,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.270889 ,30.805733 
8279,4,8278,0,130330317,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.270943 ,30.805486 
8280,3,8279,0,341720948,secondary, , , , ,6,"""lanes""=>""2"",""maxspeed""=>""50"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.270950 ,30.482175 
8281,3,8280,0,231800543,primary, , , , ,7,oneway""=>""yes"",,,,114.270958 ,30.585301 
8282,3,8281,0,341720947,secondary, , , , ,6,"""lanes""=>""2"",""maxspeed""=>""50"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.271023 ,30.482296 
8283,4,8282,0,130330317,motorway_link, , , , ,9,oneway""=>""yes"",,,,114.271035 ,30.805587 
8286,3,8285,0,129546724,motorway, , , , ,29,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.271064 ,30.805558 
8287,3,8286,0,177820153,primary_link, , , , ,7,oneway""=>""yes"",,,,114.271147 ,30.586036 
8290,4,8289,0,177820154,primary, , , , ,7,oneway""=>""yes"",,,,114.271247 ,30.585697 
8292,4,8291,0,107057073,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.271284 ,30.585571 
8294,3,8293,0,455519147,primary, , , , ,7,oneway""=>""yes"",,,,114.271290 ,30.586047 
8295,4,8294,0,455519146,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.271301 ,30.585514 
8297,4,8296,0,231800543,primary, , , , ,7,oneway""=>""yes"",,,,114.271334 ,30.585404 
8298,4,8297,0,769038276,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.271377 ,30.585735 
8300,3,8299,0,107270921,secondary, , , , ,6,oneway""=>""yes"",,,,114.271390 ,30.632330 
8301,4,8300,0,107057073,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.271411 ,30.585607 
8302,3,8301,0,177261196,primary, , , , ,7,oneway""=>""yes"",,,,114.271425 ,30.585096 
8303,4,8302,0,455519146,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes""",,,,114.271426 ,30.585549 
8304,4,8303,0,231800543,primary, , , , ,7,oneway""=>""yes"",,,,114.271456 ,30.585438 
8305,3,8304,0,739465801,trunk, , , , ,38,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""layer""=>""3"",""oneway""=>""yes""",,,,114.271519 ,30.499475 
8306,3,8305,0,231333293,secondary, , , , ,6,"""junction""=>""roundabout"",""oneway""=>""yes""",,,,114.271520 ,30.477029 
8307,3,8306,0,690674897,primary, , , , ,7,oneway""=>""yes"",,,,114.271535 ,30.585136 
8309,3,8308,0,129546793,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.271575 ,30.808057 
8310,4,8309,0,185667389,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.271589 ,30.807416 
8311,3,8310,0,739465805,trunk, , , , ,38,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""layer""=>""3"",""oneway""=>""yes""",,,,114.271604 ,30.499608 
8312,3,8311,0,329778297,primary, , , , ,7,oneway""=>""yes"",,,,114.271649 ,30.622636 
8313,4,8312,0,107046455,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.271708 ,30.807385 
8314,3,8313,0,345748143,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""concrete""",,,,114.271713 ,30.504195 
8315,4,8314,0,129546852,motorway_link, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G70""",,,,114.271766 ,30.807369 
8316,3,8315,0,177621043,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.271778 ,30.585527 
8317,3,8316,0,795468983,primary_link, , , , ,7,oneway""=>""yes"",,,,114.271788 ,30.504128 
8319,3,8318,0,107046455,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G42;G4201""",,,,114.271848 ,30.807496 
8320,3,8319,0,231333293,secondary, , , , ,6,"""junction""=>""roundabout"",""oneway""=>""yes""",,,,114.271860 ,30.477521 
8321,4,8320,0,331059134,secondary, , , , ,6,oneway""=>""yes"",,,,114.271868 ,30.632529 
8322,5,8321,0,107270959,secondary, , , , ,6,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.271874 ,30.632607 
8323,3,8322,0,769038276,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.271903 ,30.585886 
8324,4,8323,0,331059134,secondary, , , , ,6,oneway""=>""yes"",,,,114.271938 ,30.632558 
8325,3,8324,0,331059120,secondary, , , , ,6,oneway""=>""yes"",,,,114.272023 ,30.632199 
