OBJECTID,Join_Count,TARGET_FID,Id,osm_id,name,highway,waterway,aerialway,barrier,man_made,z_order,other_tags,X,Y
3228,4,3227,0,51816811, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.159970807306991,30.566270528362224
3229,4,3228,0,51816664, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.159981729573246,30.566115164183543
3230,3,3229,0,51816762, ,primary_link, , , , ,7,""oneway""=>""yes"",114.159991399983141,30.565269500187355
3231,4,3230,0,760210099, ,secondary, , , , ,26,"""bridge""=>""yes"",""construction""=>""tertiary"",""layer""=>""1"",""oneway""=>""yes""",114.159996987471004,30.617255711282098
3232,3,3231,0,953605529, ,primary, , , , ,7,""oneway""=>""yes"",114.160010800158375,30.568742799740448
3235,4,3234,0,343483342,???,trunk, , , , ,38,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""3"",""oneway""=>""yes""",114.160047341411769,30.564768841309046
3236,3,3235,0,776120893,???,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""???"",""name:zh_pinyin""=>""Gongnong Lu"",""oneway""=>""yes"",""ref""=>""G107;G316""",114.160063999554040,30.614521700316288
3237,4,3236,0,925730624, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.160080049754583,30.566848470480579
3238,3,3237,0,343483342,???,trunk, , , , ,38,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""3"",""oneway""=>""yes""",114.160088800158064,30.563739399953420
3241,4,3240,0,51816811, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.160122987885643,30.566310348543823
3242,4,3241,0,51816664, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.160135559508490,30.566152795415235
3243,3,3242,0,826427253, ,secondary, , , , ,6,""oneway""=>""yes"",114.160141500429972,30.675341200036428
3244,3,3243,0,953605529, ,primary, , , , ,7,""oneway""=>""yes"",114.160152400213178,30.567087600212631
3245,3,3244,0,948303070,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.160158199941066,30.624582499682674
3246,4,3245,0,925730624, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.160171727543229,30.566861553817716
3247,3,3246,0,458252174, ,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",114.160176299696559,30.563102400255616
3248,4,3247,0,458252174, ,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",114.160177252078597,30.563225668529810
3249,4,3248,0,953605531, ,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",114.160180039077659,30.584561965362468
3250,3,3249,0,826427252, ,secondary, , , , ,6, ,114.160188599724165,30.674549200385343
3251,4,3250,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.160194799650299,30.617077800200377
3252,4,3251,0,51816811, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.160216758396700,30.566334885646484
3255,4,3254,0,51816664, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.160230344454931,30.566175982635514
3256,3,3255,0,826427253, ,secondary, , , , ,6,""oneway""=>""yes"",114.160251699756145,30.674913700107197
3257,3,3256,0,726788407, ,primary, , , , ,7,""oneway""=>""yes"",114.160294299742191,30.565440199605575
3258,4,3257,0,458113411, ,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.160369000129322,30.502764400256922
3259,3,3258,0,51816664, ,primary, , , , ,27,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S104""",114.160397200170678,30.566216800165250
3260,3,3259,0,726788407, ,primary, , , , ,7,""oneway""=>""yes"",114.160404699617288,30.563798099602650
3262,4,3261,0,458113411, ,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.160434600276631,30.502832399795466
3263,4,3262,0,458113406,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""height""=>""15"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",114.160461683360040,30.502693528283771
3264,4,3263,0,880119856, ,motorway, , , , ,9,"""lanes""=>""3"",""oneway""=>""yes"",""ref""=>""S13""",114.160466314868586,30.435315671281273
3267,4,3266,0,458113406,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""height""=>""15"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",114.160526497499973,30.502769620821368
3271,4,3270,0,352082851,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""height""=>""15"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",114.160599079983626,30.502592591974576
3272,4,3271,0,880119857, ,motorway, , , , ,9,"""lanes""=>""3"",""oneway""=>""yes"",""ref""=>""S13""",114.160601581897595,30.435239717239199
3274,4,3273,0,186308225, ,motorway_link, , , , ,9,""oneway""=>""yes"",114.160621452418127,30.358844716910198
3275,3,3274,0,343483342,???,trunk, , , , ,38,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""3"",""oneway""=>""yes""",114.160626100114541,30.585674700127356
3276,4,3275,0,186308226, ,motorway_link, , , , ,9,""oneway""=>""yes"",114.160647565133104,30.358819302968527
3277,4,3276,0,352082851,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""height""=>""15"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",114.160661997453303,30.502669540666830
3279,3,3278,0,726788409,???,trunk, , , , ,38,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""3"",""oneway""=>""yes""",114.160704299763665,30.585497000386283
3280,4,3279,0,458113404, ,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.160712999805128,30.502510599884317
3281,3,3280,0,495714583, ,primary, , , , ,7,""oneway""=>""yes"",114.160722900441556,30.585063199806882
3282,3,3281,0,51816814, ,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""S104""",114.160754699569793,30.566475800417891
3283,4,3282,0,186308225, ,motorway_link, , , , ,9,""oneway""=>""yes"",114.160767185757095,30.358962820377883
3284,4,3283,0,458113404, ,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.160776400210807,30.502580600414433
3286,4,3285,0,186308226, ,motorway_link, , , , ,9,""oneway""=>""yes"",114.160794077284891,30.358936636616534
3288,3,3287,0,948303071,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.160846300016829,30.625284600404029
3289,4,3288,0,953605538, ,trunk_link, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",114.160848635556135,30.561028890970590
3290,3,3289,0,148240276, ,secondary, , , , ,6,""ref""=>""x009"",114.160851099698561,30.157931300189375
3291,3,3290,0,116582223,????????,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""3"",""oneway""=>""yes"",""ref""=>""G4;G50;G4201""",114.160960799901090,30.358774299994025
3292,4,3291,0,544365738, ,motorway_link, , , , ,49,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",114.160972974922970,30.434661930703612
3295,3,3294,0,726788409,???,trunk, , , , ,38,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""3"",""oneway""=>""yes""",114.161044300154344,30.559857700272687
3299,3,3298,0,893691846, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.161263099812231,30.631633099987653
3301,4,3300,0,925730624, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.161317587936423,30.567025087437912
3302,3,3301,0,343474561,????,secondary, , , , ,6,"""oneway""=>""yes"",""surface""=>""asphalt""",114.161392399839428,30.624135800127135
3306,5,3305,0,343474549,????,secondary, , , , ,6,"""oneway""=>""yes"",""surface""=>""asphalt""",114.161423299645662,30.624270100384877
3307,3,3306,0,457309839,????,secondary, , , , ,6,"""int_name""=>""Shen Long Avenue"",""lanes""=>""2"",""name:en""=>""ShenLong Avenue"",""name:zh_pinyin""=>""ShenLongDaDao"",""oneway""=>""yes""",114.161446100157491,30.495468999994387
3308,4,3307,0,870236239, ,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",114.161471200235724,30.495555100187801
3309,3,3308,0,457309839,????,secondary, , , , ,6,"""int_name""=>""Shen Long Avenue"",""lanes""=>""2"",""name:en""=>""ShenLong Avenue"",""name:zh_pinyin""=>""ShenLongDaDao"",""oneway""=>""yes""",114.161517300383139,30.495449099796190
3311,4,3310,0,100213506,???,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",114.161541900438465,30.495537899754311
3313,3,3312,0,104631374,???,primary, , , , ,7,"""oneway""=>""no"",""ref""=>""S102""",114.161644600318141,30.383201199775613
3314,4,3313,0,1000252869, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.161660937402416,30.587330075022976
3316,3,3315,0,494429075, ,motorway_link, , , , ,49,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",114.161726099579937,30.442414299880113
3318,4,3317,0,942321532,???,secondary, , , , ,6,""oneway""=>""yes"",114.161734699796625,30.612848499958375
3320,3,3319,0,948303066,????,secondary, , , , ,6,""oneway""=>""yes"",114.161772000077804,30.624237800334242
3323,4,3322,0,457977472,????,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.161833199842363,30.612985900179183
3324,4,3323,0,942321533,???,secondary, , , , ,6,""oneway""=>""yes"",114.161834199888517,30.612804999751006
3326,3,3325,0,98607117, ,primary_link, , , , ,7,""oneway""=>""yes"",114.161857200049781,30.566092899667638
3327,4,3326,0,925730624, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.161917233393638,30.567110666923782
3328,4,3327,0,229772507,????,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.161935700072604,30.612940999727414
3331,4,3330,0,494429075, ,motorway_link, , , , ,49,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",114.162097953957414,30.443589047396699
3334,4,3333,0,494429075, ,motorway_link, , , , ,49,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",114.162220453311306,30.443740483336683
3337,3,3336,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.162242000168249,30.618182600246882
3338,3,3337,0,457768950, ,secondary, , , , ,6,"""oneway""=>""yes"",""ref""=>""x009""",114.162309200209506,30.157915400175625
3341,3,3340,0,494429077, ,motorway_link, , , , ,29,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.162468499821443,30.442511200031902
3342,3,3341,0,760210100, ,secondary, , , , ,6,""oneway""=>""yes"",114.162475099945937,30.618079599993621
3343,4,3342,0,815997486,???,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""name:en""=>""4th Ring Road"",""name:zh""=>""???"",""name:zh-Hant""=>""???"",""oneway""=>""yes"",""ref""=>""S40""",114.162513684458986,30.694712809148882
3345,3,3344,0,51816810,????,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""S104""",114.162567200415992,30.566788000066197
3347,4,3346,0,795254839,???,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""name:en""=>""4th Ring Road"",""name:zh""=>""???"",""name:zh-Hant""=>""???"",""oneway""=>""yes"",""ref""=>""S40""",114.162578996823299,30.694536050098691
3348,4,3347,0,1000252872, ,trunk_link, , , , ,8,""oneway""=>""yes"",114.162586043910892,30.590148905547608
3350,4,3349,0,494429075, ,motorway_link, , , , ,49,"""bridge""=>""yes"",""layer""=>""3"",""oneway""=>""yes""",114.162681899050426,30.443987480338023
3351,3,3350,0,1000252872, ,trunk_link, , , , ,8,""oneway""=>""yes"",114.162697600314118,30.590334100238579
3352,4,3351,0,815997486,???,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""name:en""=>""4th Ring Road"",""name:zh""=>""???"",""name:zh-Hant""=>""???"",""oneway""=>""yes"",""ref""=>""S40""",114.162708500996587,30.694739184465845
3355,4,3354,0,795254839,???,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""name:en""=>""4th Ring Road"",""name:zh""=>""???"",""name:zh-Hant""=>""???"",""oneway""=>""yes"",""ref""=>""S40""",114.162774396121563,30.694562724889920
3361,3,3360,0,186308215,????????,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""3"",""oneway""=>""yes"",""ref""=>""G4;G50;G4201""",114.162847699861572,30.356611100422015
3363,3,3362,0,51816814, ,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""S104""",114.162877099598518,30.567031600328164
3365,4,3364,0,494429077, ,motorway_link, , , , ,29,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.162899878526673,30.443575032361878
3367,4,3366,0,494429077, ,motorway_link, , , , ,29,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.162939966706176,30.443381270729105
3370,3,3369,0,948303075,???,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.162993399925540,30.627771500154665
3375,3,3374,0,495714583, ,primary, , , , ,7,""oneway""=>""yes"",114.163144200044826,30.590805800047690
3378,3,3377,0,607712315,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",114.163243399763132,30.631169899671193
3379,4,3378,0,343483351,???,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",114.163306912584062,30.592171952073954
3380,3,3379,0,880119859, ,motorway_link, , , , ,29,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.163311599850545,30.438440499729325
3383,3,3382,0,893691847, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.163392500163809,30.629741799644364
3385,3,3384,0,99499652, ,motorway, , , , ,19,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S13""",114.163517499632917,30.438428199701718
3386,3,3385,0,457950794,????,motorway, , , , ,9,""oneway""=>""yes"",114.163533199997232,30.577641300006064
3387,4,3386,0,926494579, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.163549400384568,30.628546800294657
3388,3,3387,0,148240276, ,secondary, , , , ,6,""ref""=>""x009"",114.163554799914095,30.161111200421601
3392,3,3391,0,180739594, ,motorway, , , , ,9,""oneway""=>""yes"",114.163648799752423,30.577420199882397
3395,3,3394,0,116582223,????????,motorway, , , , ,9,"""int_ref""=>""AH1"",""lanes""=>""3"",""oneway""=>""yes"",""ref""=>""G4;G50;G4201""",114.163681500001303,30.355982399668051
3396,4,3395,0,404530050, ,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",114.163686500231847,30.383518799852766
3398,4,3397,0,948303075,???,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.163775861366958,30.628290214721687
3403,4,3402,0,948303074,???,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.163893606005217,30.628202720579168
3404,3,3403,0,404530043, ,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",114.163897900267898,30.383500000424704
3407,3,3406,0,953605531, ,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",114.164030800281239,30.596240399574810
3413,3,3412,0,343483347,???,trunk, , , , ,8,""oneway""=>""yes"",114.164181200202279,30.596154199556736
3418,4,3417,0,870236239, ,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",114.164288099915893,30.500422400173704
3422,3,3421,0,870236239, ,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",114.164366699763491,30.500528200016447
3426,3,3425,0,491308744, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.164445599984560,30.627762399914900
3428,4,3427,0,877806263,???,secondary, , , , ,6,"""lanes""=>""3"",""oneway""=>""yes""",114.164502500090407,30.500323199556078
3430,3,3429,0,458113392, ,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.164542500136349,30.507803600256011
3432,3,3431,0,877806263,???,secondary, , , , ,6,"""lanes""=>""3"",""oneway""=>""yes""",114.164583900426692,30.500427699878514
3433,4,3432,0,455183554,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",114.164625506661878,30.507757930883827
3434,4,3433,0,607712309, ,trunk_link, , , , ,38,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes"",""surface""=>""asphalt""",114.164652926091776,30.630139559892825
3438,4,3437,0,607712309, ,trunk_link, , , , ,38,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes"",""surface""=>""asphalt""",114.164803752291391,30.630211692715477
3439,4,3438,0,352082875,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""height""=>""15"",""lanes""=>""4"",""layer""=>""1"",""name:en""=>""DongFeng Avenue"",""name:zh""=>""????"",""name:zh_pinyin""=>""DongFeng DaDao"",""oneway""=>""yes"",""ref""=>""G318""",114.164829683343328,30.507645595667782
3440,4,3439,0,343474542,????,secondary, , , , ,6,"""oneway""=>""yes"",""surface""=>""asphalt""",114.164936699968735,30.624253899997541
3441,3,3440,0,343474554,????,secondary, , , , ,6,"""oneway""=>""yes"",""surface""=>""asphalt""",114.164937000342320,30.624362399605104
3442,4,3441,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.164949900217835,30.619636800398098
3443,4,3442,0,458113409, ,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.164950000042495,30.507579400169220
3446,4,3445,0,400814096, ,secondary, , , , ,6,""oneway""=>""yes"",114.165015399640993,30.619513700297091
3448,4,3447,0,607712309, ,trunk_link, , , , ,38,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes"",""surface""=>""asphalt""",114.165038008597321,30.630309018246635
3452,3,3451,0,607712314,????,trunk, , , , ,28,"""bridge""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes""",114.165446700105235,30.629456299968297
3453,3,3452,0,495593039,????,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",114.165449399869999,30.567266200175027
3455,4,3454,0,607712310, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.165668281366152,30.629227441393368
3456,4,3455,0,341476740,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.165752668351047,30.629129762428647
3457,4,3456,0,607712310, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.165852614506662,30.629274296071969
3458,4,3457,0,104136193,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.165869180018717,30.628992233604777
3459,4,3458,0,341476740,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.165944687097749,30.629179994960850
3460,3,3459,0,776088786, ,trunk, , , , ,8,""oneway""=>""yes"",114.165946599955646,30.567246799999850
3462,3,3461,0,455529122,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.166055499761569,30.629066499619341
3464,4,3463,0,104136193,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.166072583283153,30.629043942823728
3465,4,3464,0,104136193,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.166075129263845,30.629044544470219
3466,4,3465,0,893691849, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.166114587018683,30.628688661152864
3468,4,3467,0,893691849, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.166261180109473,30.628794925945101
3469,3,3468,0,494429071,4th Ring Road,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""2"",""layer""=>""2"",""name:zh""=>""???"",""oneway""=>""yes"",""ref""=>""S40""",114.166272499876072,30.443035299739336
3470,4,3469,0,893691849, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.166286566172175,30.628808051550379
3471,4,3470,0,893691843, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.166298212392689,30.628440126310807
3472,3,3471,0,494429073,4th Ring Road,motorway, , , , ,29,"""bridge""=>""viaduct"",""lanes""=>""2"",""layer""=>""2"",""name:zh""=>""???"",""oneway""=>""yes"",""ref""=>""S40""",114.166319500244754,30.442742699915698
3473,3,3472,0,51816810,????,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""S104""",114.166419000336646,30.567088999557711
3474,4,3473,0,893691843, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.166454662952447,30.628533758326341
3475,4,3474,0,893691843, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.166504911672405,30.628563831655583
3480,3,3479,0,491308741,????,secondary, , , , ,6,""oneway""=>""yes"",114.167229599766301,30.620526200223992
3481,4,3480,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.167235900416586,30.620663999743840
3482,4,3481,0,825952745, ,secondary, , , , ,6,""oneway""=>""yes"",114.167281899839850,30.624242500191258
3483,3,3482,0,825952745, ,secondary, , , , ,6,""oneway""=>""yes"",114.167281899839850,30.624358000121674
3484,3,3483,0,607712311,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167309500033411,30.626043499607874
3485,4,3484,0,491308741,????,secondary, , , , ,6,""oneway""=>""yes"",114.167379416027302,30.620567290248289
3486,4,3485,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.167382637398873,30.620693075724944
3487,3,3486,0,104136193,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167448799622434,30.629263499710817
3488,4,3487,0,607712311,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167462912683391,30.624340261893622
3489,4,3488,0,582499869, ,secondary, , , , ,6,""oneway""=>""yes"",114.167464422645025,30.624270622891004
3490,3,3489,0,455529141, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",114.167490600111137,30.623063200306490
3492,3,3491,0,607712310, ,trunk_link, , , , ,8,"""oneway""=>""yes"",""surface""=>""asphalt""",114.167521599742145,30.629428500125243
3493,3,3492,0,552625266, ,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167544799552957,30.627511099657568
3495,4,3494,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.167592908785764,30.620734741315289
3497,4,3496,0,491308741,????,secondary, , , , ,6,""oneway""=>""yes"",114.167597636521805,30.620627141029786
3499,3,3498,0,455529122,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167624799644841,30.624831700022980
3500,4,3499,0,455529122,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167631732518544,30.624323718864559
3501,4,3500,0,582499869, ,secondary, , , , ,6,""oneway""=>""yes"",114.167632104837821,30.624296460413348
3504,3,3503,0,455529122,????,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167649100225844,30.623051199753093
3506,4,3505,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.167718434358335,30.620759614764438
3507,4,3506,0,491308741,????,secondary, , , , ,6,""oneway""=>""yes"",114.167721414711536,30.620661090437011
3508,4,3507,0,582499869, ,secondary, , , , ,6,""oneway""=>""yes"",114.167740099925709,30.624313099669848
3510,4,3509,0,607712309, ,trunk_link, , , , ,38,"""bridge""=>""yes"",""layer""=>""2"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167757714946674,30.629604188082851
3512,4,3511,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.167796796784842,30.620775142458911
3513,4,3512,0,491308741,????,secondary, , , , ,6,""oneway""=>""yes"",114.167803225138755,30.620683528522079
3514,4,3513,0,341476740,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167843446418033,30.629432765609693
3515,4,3514,0,104136193,???,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes"",""surface""=>""asphalt""",114.167905567987646,30.629274634217040
3516,4,3515,0,343474544,????,secondary, , , , ,6,""oneway""=>""yes"",114.167906600409310,30.620796899757181
3517,3,3516,0,491308741,????,secondary, , , , ,6,""oneway""=>""yes"",114.167921899676003,30.620706200430845
3519,4,3518,0,454878954, ,motorway, , , , ,19,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S13""",114.168054886024265,30.442426822040261
3522,4,3521,0,99499652, ,motorway, , , , ,19,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S13""",114.168281474710398,30.442383010667470
3523,4,3522,0,457648416,?????,secondary, , , , ,-14,"""layer""=>""-1"",""tunnel""=>""yes""",114.168315451996591,30.538007426501565
3524,4,3523,0,454878954, ,motorway, , , , ,19,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S13""",114.168324970421054,30.442618957698812
3525,4,3524,0,457648416,?????,secondary, , , , ,-14,"""layer""=>""-1"",""tunnel""=>""yes""",114.168347065864509,30.538015356723406
3526,4,3525,0,457648416,?????,secondary, , , , ,-14,"""layer""=>""-1"",""tunnel""=>""yes""",114.168477465762521,30.538048069562819
